0	0	3	0
0	1	3	0
0	2	3	0
0	3	3	0
0	4	3	0
0	5	3	0
0	6	3	0
0	7	3	0
0	8	3	0
0	9	3	0
0	10	3	13.729
0	11	3	0
0	12	3	0
0	13	3	0
0	14	3	0
0	15	3	0
0	16	3	0
0	17	3	0
0	18	3	0
0	19	3	0
0	20	3	0
0	21	3	0
0	22	3	0
0	23	3	0
0	24	3	0
0	25	3	0
0	26	3	0
0	27	3	0
0	28	3	0
0	29	3	0
0	30	3	0
0	31	3	0
0	32	3	18.9769
0	33	3	0
0	34	3	0
0	35	3	0
0	36	3	0
0	37	3	0
0	38	3	0
0	39	3	0
0	40	3	0
0	41	3	0
0	42	3	0
0	43	3	0
0	44	3	0
0	45	3	0
0	46	3	0
0	47	3	0
0	48	3	0
0	49	3	0
0	50	3	0
0	51	3	0
0	52	3	0
0	53	3	0
0	54	3	0
0	55	3	0
0	56	3	0
0	57	3	0
0	58	3	0
0	59	3	0
0	60	3	0
0	61	3	0
0	62	3	0
0	63	3	0
0	64	3	0
0	65	3	0
0	66	3	0
0	67	3	0
0	68	3	0
0	69	3	0
0	70	3	0
0	71	3	0
0	72	3	0
0	73	3	0
0	74	3	0
0	75	3	0
0	76	3	0
0	77	3	0
0	78	3	0
0	79	3	0
0	80	3	11.1621
0	81	3	0
0	82	3	0
0	83	3	0
0	84	3	0
0	85	3	0
0	86	3	0
0	87	3	0
0	88	3	0
0	89	3	0
0	90	3	0
0	91	3	0
0	92	3	0
0	93	3	0
0	94	3	0
0	95	3	0
1	0	3	11.7678
1	1	3	0
1	2	3	0
1	3	3	7.01282
1	4	3	0
1	5	3	0
1	6	3	0
1	7	3	0
1	8	3	0
1	9	3	0
1	10	3	0
1	11	3	0
1	12	3	0
1	13	3	0
1	14	3	0
1	15	3	0
1	16	3	0
1	17	3	0
1	18	3	0
1	19	3	0
1	20	3	0
1	21	3	0
1	22	3	0
1	23	3	0
1	24	3	18.8216
1	25	3	0
1	26	3	0
1	27	3	0
1	28	3	0
1	29	3	0
1	30	3	0
1	31	3	0
1	32	3	25.9821
1	33	3	0
1	34	3	0
1	35	3	0
1	36	3	9.02368
1	37	3	0
1	38	3	0
1	39	3	0
1	40	3	0
1	41	3	0
1	42	3	0
1	43	3	29.3669
1	44	3	0
1	45	3	0
1	46	3	0
1	47	3	0
1	48	3	8.54043
1	49	3	0
1	50	3	0
1	51	3	0
1	52	3	0
1	53	3	0
1	54	3	0
1	55	3	0
1	56	3	0
1	57	3	0
1	58	3	0
1	59	3	0
1	60	3	0
1	61	3	0
1	62	3	0
1	63	3	0
1	64	3	0
1	65	3	0
1	66	3	0
1	67	3	0
1	68	3	0
1	69	3	0
1	70	3	0
1	71	3	0
1	72	3	0
1	73	3	0
1	74	3	0
1	75	3	0
1	76	3	0
1	77	3	0
1	78	3	0
1	79	3	0
1	80	3	5.13955
1	81	3	0
1	82	3	0
1	83	3	0
1	84	3	0
1	85	3	0
1	86	3	0
1	87	3	0
1	88	3	0
1	89	3	0
1	90	3	0
1	91	3	0
1	92	3	0
1	93	3	0
1	94	3	0
1	95	3	0
2	0	3	0
2	1	3	0
2	2	3	0
2	3	3	0
2	4	3	0
2	5	3	0
2	6	3	0
2	7	3	0
2	8	3	0
2	9	3	0
2	10	3	0
2	11	3	0
2	12	3	0
2	13	3	0
2	14	3	0
2	15	3	0
2	16	3	0
2	17	3	0
2	18	3	0
2	19	3	0
2	20	3	0
2	21	3	0
2	22	3	0
2	23	3	0
2	24	3	0
2	25	3	0
2	26	3	0
2	27	3	0
2	28	3	0
2	29	3	0
2	30	3	0
2	31	3	0
2	32	3	0
2	33	3	0
2	34	3	0
2	35	3	0
2	36	3	0
2	37	3	0
2	38	3	0
2	39	3	0
2	40	3	0
2	41	3	0
2	42	3	0
2	43	3	0
2	44	3	0
2	45	3	0
2	46	3	0
2	47	3	0
2	48	3	0
2	49	3	0
2	50	3	0
2	51	3	0
2	52	3	0
2	53	3	0
2	54	3	0
2	55	3	0
2	56	3	0
2	57	3	0
2	58	3	0
2	59	3	0
2	60	3	0
2	61	3	0
2	62	3	0
2	63	3	0
2	64	3	0
2	65	3	0
2	66	3	0
2	67	3	0
2	68	3	0
2	69	3	0
2	70	3	0
2	71	3	0
2	72	3	0
2	73	3	0
2	74	3	0
2	75	3	0
2	76	3	0
2	77	3	0
2	78	3	0
2	79	3	0
2	80	3	0
2	81	3	0
2	82	3	0
2	83	3	0
2	84	3	0
2	85	3	0
2	86	3	0
2	87	3	0
2	88	3	0
2	89	3	0
2	90	3	0
2	91	3	0
2	92	3	0
2	93	3	0
2	94	3	0
2	95	3	0
3	0	3	0
3	1	3	0
3	2	3	0
3	3	3	0
3	4	3	0
3	5	3	0
3	6	3	0
3	7	3	0
3	8	3	0
3	9	3	0
3	10	3	0
3	11	3	0
3	12	3	0
3	13	3	0
3	14	3	0
3	15	3	0
3	16	3	0
3	17	3	0
3	18	3	0
3	19	3	0
3	20	3	0
3	21	3	0
3	22	3	0
3	23	3	0
3	24	3	0
3	25	3	0
3	26	3	0
3	27	3	0
